,BAD_1_1,BAD_14_2,BAD_18_1,BAD_3_1,BAD_8_1,FOUM_14_2,FOUM_17_2,FOUM_3_1,FOUM_7_2,FOUM_8_2,HS_16_2,HS_18_2,HS_3_1,HS_7_1,HS_FA_2_2,IR_10_2,IR_13_1,IR_17_1,IR_4_2,IR_7_1,NI_13_2,NI_16_2,NI_19_1,NI_3_1,NI_7_2,TE_1_10_1_2,TE_11_20_1_2,TE_21_30_1_1,TE_6_43_1,TE_FA_1_1
bc135c9321120e1eec6ae0a147b7621c0479695b,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dea520615f96da84db60b6ffc382be8be77b5ea,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc17921a309a48922fc63a21ba7560deee1d72a9,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b01965a68782c5314ccfa09ec0df8915d8fc19b8,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4759495dad161f659561bef431994d06ef44c1b,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa5faa12be0bdb189a757c746e6bbf04ed83994f,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb0e234108cdff9774de0ae62dcaafc5844da759,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43e4e924f74b72f70afcdf56c03df6a3f2648bcf,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703de992191a0d35becc3fec37e1a2bfe3a33b3e,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5b5834f9aba818a4031320d7c567290ce2fb92a,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbde2a09555780d1470fb4f1049e9988970a0803,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
5c669a424625c04bfb80b13a83e4e272b5a6e893,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130b17fc1982ded96f060593a1f87ddf1a2ab670,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f7a08c79a817fee48102cf7106fc6ef667c53ab,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
9d30b3a53dcf9e205341635aec6a4eb968a623fc,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
3e2c76d7da478a2b8dd616f8cd697cec6e965a87,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
78fbed97283abd89ef270d435478f6286deb6330,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ef63f81097ca4a17fb8eb2b2ec321f87379cbe9,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e6658de8efbbf7af991721f98c00dc3d443374e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d13489be3954dfc5edaebe641b6834dbc64f230f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7f061e2fcc7f12bc92ba55d891e2320d5d2925e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eece960ed7d0a6a8d3f548c33c0bbbfd8368fd2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d4e7f311123e9a90a5e83c6709555089b4ad678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfb3dd752f900efd30643adfde1ae514f02d453b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b7effb1a0d89b4fb27b79c42c38f956b47fa29e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096aacafc0f42a09a02468d1d242b9a6fc333eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cbe3ce2a2c6b340e6a61e9f773b78a695a1a81e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
9e0d0aaa717240654e15b10a3f2cf207ff45a72b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
4d0dcc5defb28592b9a9bb43c54af589d6d23e30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
d73e7e4bc618587ace31632b5cea232013d3f3d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
af1a08a69982e353bc02b52b65a3802acaa800c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
af975e6262f47e0f832b225e05c224a8cf3a998f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
16b4c3e4b9eb4f0a4e36a2b8789f3ef20a650615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
b341a77b2a4c4cfd30b8c630b7bed614b88ed771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
f616cd911264446a3d36ece5f77e67424f62634b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
b59fa15d84093bf787fa50f5a2363a755a512110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
bb929514ce2a949f4decad902a65dc5b3ddb8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
af58df89fc80b047e70b4da71384fdc8772c9156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
003f4c61516c1a7ca4795cda3137fa512260576b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
aba0c6c7348d8a76108d124770f7586e073a9c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0
92f61bcc25ff602ef4d2dcac2a244eda9838ba69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
24ab22177185ce5d43579426faabfea5ac8ea837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
4737c60e03924e562b399136b1f0f8782f5837f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
827b6b0f56ce25ad7f88092f8eda7758de97a66f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
e727c467e7b6eb4a9cde3cd3667bc16531eeacfc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
0d65edd1d31196b0b7bed9c3abfe2ec0cfca192e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
e7d0b73d0b47d045d5d5fc2f7add3b79d92586c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
845f5e2fc77a4c9844eb4b7e8066b00f8490937e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
6dc85bb9e7b5773411b98e36471c9bd768279c7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
805b8853c2e29cca533f108c06d55de1be3e6b24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
81e18025e03dfadbe363a32ff1312c8aafd33909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
fd5861136024f6823ba64817cbdf387b729875aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
5259a5a5c657f5f87f9ebf16e1e4bcbdcd83875d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
35e2c17f59e3f85f0551be026022b75d2107947d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,31,0,0
8674b53d649960de1aa169ee928a7292f6b927b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
709f5265d5c63ff1d4cca5b2a3d64a0bccab8b86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
1a2eecb56a1cbe49048a0820a154569ffbf0a54e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
aea23565ec79456803e87f5c7aac3c06d9e9c78e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
149887317cfcf5ef664c8bd021094fd604961d1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
5e742ee6c2ff83a91140570e481c517f51fa183e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
38fd3d6fc8a2497a2c666ade45c28377e1588caf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
ca41a87802ff15bff0af94f9de7f97a6ff391ead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
1d21cec8ab247e13c6b55f6dec13f1a258d8816d,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6eb84137270c2ece495ebb521272b4237fd921ec,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45e3115a178c689d4c6de706dceda86cd7ed233f,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a79059dafdaf12034b52d5086fc6d8fddbc819db,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a9613591cadac74028b7a5467fa7cae2801665cd,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159b343c3efd91a51a6f76cbabcb3ac2b3b6967f,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b6e10746b95719d56ebe94a3ead252d766fc4ad,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bfb5d0fcd89443afc47ff62565e7a64065e7be1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452524128ec4ef30e9feec227bf41fe1b39cf2f1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0dc981dd2366a424f712211c83deec8da9f5cd9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e007ec86e8704d6270eeed56e058be2669ce13db,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eb485b79872e3432ae796b730a25cd738e353fd,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209c43fae50f5fcfcc37a74d9a919158b79446df,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96ec614ee3b0dcbd087bea0d17d18bf3bd544dc8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cd1f252d07872ecce95bff757b0b388718c0fc6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0474a4cdf7e4f6460859272a06ec9eb0b8a46541,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82960913b58e041f2238d6d33ac327d8591459e9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90647815f7e348a7a9fabb484b486690c9b1fe91,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e216a27ec867b49f3f1ab11ac1b956012a92bf3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bce0e94673f23c153bbdb835f655a1ccba10689c,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee8cc929f70da89a5b9c9586a81ded65ed53e134,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096e0dfa94c8ea06d8db6e2d8a7ea9e3a23fd0d,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0da85328769e0eee0c015d15bb35807acb042955,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae588c46eed21a92f380d3d80a75cef47af9da68,0,0,0,0,24,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318b3d936a5a6d12d2b89f17ce224791ab0f6c24,0,0,0,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c420ecc694b4c4fd9f9afe487c01c044fd13491,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c582d4d545c1270fbe88a6c3abadf31a262d768a,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c94095a9358fb7ab595c8d27df991030b8b8f5db,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d84f30e52410a41fae6bc66a33abac486f37cdd,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fc1dc20f79c6fe51a9f6340cee129b38d131d24,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217c73d1f0aafc30d8f9b29b42b09fe585bdc691,0,0,0,0,0,26,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ce730276ff225afab5a82c4cef3e7a7677db2c5,0,0,0,0,0,14,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a1e9b3f095dd13fe4925df743c7b81589e0da20,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff88b54426213d6dc0f916d239c136aacb25add9,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9d57ea189c3cca31be501498e9278c197d9e034,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1e0b4658112548219026323e07e9f159b03681c,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83485f4a88b50626473341e8502210d1b735b38c,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a0b9331d578d3e0cac3b34eb58bfd8acd5e18db,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96206be3675378d0b5c6c9495ba3561c6737cfe6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af2f4f39fe25fe49b41c0b21507eaaa16a9ebefb,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0b38984ce1bbe010998b7a099028f30ad7cb9ed,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e519fb3d7bfa38441a6db8f2c37cf7ab38710cd,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04998e779c08248c9df12d09394084299fdc3593,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15b177ef324e14b1669853f30e030a17fc40b6bf,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aedcb247c2d046536675113d6e01b4ea4cb002c5,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952ff2e601b71e91ece7b66f5f53c800314225ab,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c003f3f2f1ff9e35e50d7c826a3d085d6c71680,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8f742eaab3c3fc3767e60e6d8179224cefca87ce,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c39c2573fda2b8ae5b5b708dd438652bafb3361,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46efbc819d4eb98af0e0734e9b40828b60510c43,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8141d2b7c7363ed4ceccc0f4120b10decff4431,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf820d28f5aaeca2fde9a09cbe710515e26e81fb,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c3acffb3521de621bcb14b4911f3ba9beaf6891,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e949f297071ee933690b3a44523e9068176961,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b453190e76237208238836d5f1e0b002b353229,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
2cc451d516db011cdf7b0e57c0182a8fee81939f,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39e98043cbb2cfb1904f5a2cd5c09cb244579b6b,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c780fc821d56b96294b23ae00db50a4ff6a4290d,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f940c80477df936743d1b09504e7669e7cd9805a,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9fcd22690e5c095ea7c0c808374678f857ceb1a4,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28e8e6c0ecfe214d5f61f4d6c358b84b11d87c76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57b8a6407da1b46f1d8aad9cd54ff7609b6ad524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b890239fcd43123ea7d6053e258d255bea30706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4f80ae1259d6731fdaeed84ade818bc851781c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f3895980278bf78d0ac63341ec3f5a70e6359d2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165e9e06872cee8d53a7c71c4f0b73f9cc75f92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0e69fd1b6ef62cc25e4b682ba13fee90cb05ab99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
c79ef295d81cf3171b92b348171ce3450495b533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee41ed3c62f8a5698ea8911fd1b27a02929ceac0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c20c6474f961db6fcc9f05add75ce73401f76372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
768bf4421387405c7782225baa6841fdc762b890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
dd3e0d656bd82c270b529b72dd7383b0493a05b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,12,0,0,0,0,0,0,0,0,0,0,0
a12b84f924dd2c6db99e711f20c658fb457aee1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,20,0,0,0,0,0,0,0,0,0,0
10b1018fe419bc09568aabecbc2cc29c84ab3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,24,0,0,0,0,0,0,0,0,0,0
6c4ef2fbf6da73ffed307d8ad1ce12637860cc75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
c91a4ae3f9014152e680fcac2b9940670aa16b13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
6c03baebb00bee14a484f05593f1ac4167ef58b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
92b836231ac7cb459b9ef1abea1c7b317e93d80c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
e3f721ce940971fc8d8627f88d646636df94db2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
120167c034c4313ef48a47ce3a6a4938e655c5b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
08560af92f2ad459debef24e90bd0d3fd4d1726b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
3feeb857f1e4805ccba3c5d7f54a007e93db53be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
5489c20db3da2620da7038e98cbe81bf9d3c7b09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
210ccbd1bd8e61040cfa193dce8727e329575157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
5e66169c255cb3852d6d779ff3b177c508b36e8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
b4e6a07cc9b16a81c35ec4668931cb629f9531c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
2c7d9c5b747f7154df8193b3a51db3ef4d8f5e05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
cdf043614f3570f11d0e63cab822e6361eb6571b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
4fbed7aff64e71e5ddbae452fdeac07f1a09cd92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
7dfb8fc76752604693eeae2b3f128b0ca24c7dae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
e292d15e05ee2f2700efe59d9d53d4988687f203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
291cd1ce9d3f2d4432be1b9c515d6d543092d5b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
b82159c0e9ce0d6f9bc5a8a729194a38910479f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
cece4f73e0c6e4843d3fe11e394af207b5cb484b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
d6f60d2d38f31c99c1feed221944a77f7d6cdcc9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,20
