,BAD_1_1,BAD_14_2,BAD_18_1,BAD_3_1,BAD_8_1,FOUM_14_2,FOUM_17_2,FOUM_3_1,FOUM_7_2,FOUM_8_2,HS_16_2,HS_18_2,HS_3_1,HS_7_1,HS_FA_2_2,IR_10_2,IR_13_1,IR_17_1,IR_4_2,IR_7_1,NI_13_2,NI_16_2,NI_19_1,NI_3_1,NI_7_2,TE_1_10_1_2,TE_11_20_1_2,TE_21_30_1_1,TE_6_43_1,TE_FA_1_1
b6ebe89172ff8ddaa30fdb59ebbdf192a11bad42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
c753ceeef7c0278a123262c76e88c5ccad590504,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9adb2667279695b3ee8374c1f719f7dc9fa0cf71,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a37776d8fe50d9f5d769b39ceb3fecc95de441e3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251da5d2ef12d88165304a5f4c8e7e72eab38aca,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e54103465f5b6c7d577456fadeee5f321d3e376e,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d63d5c9c475e5a6c7c643bff3283911260ba3eeb,25,34,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65ab893543f4c60de3486fd6a1d483d90696dc12,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2db2fa9260c29a738b6a387261a57e8a28216fdf,0,28,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3844da9b0039735517aaeefaf71dcf6e2694eed,0,25,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecd395b6ac4e698972f1470dabfbccf7d8fb785c,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cbf3e901161d38fe615be67f4bd75faeeb25ad7,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d750f3a75b072d25a708b9d9fcf91e62b6f6d94d,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ad70de4b4ade452666a686ac0f121fa9c7d322b,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c2c332188fad0b0a354bbde652f4054ea6ecb8d,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0b51c83e12f5a67edd4da078724e4d2a7c71b4a,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51cce4de8b90b33b3d6797adcb9e907463e6c41f,0,0,0,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
382b3568fb0c562324e73447c1a16a6813b86e5d,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd798f42f1a06d5e24083d3d06474eda2acfc02f,0,0,0,0,0,0,33,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b85fed1bb46f6ee646db17e2f206cb9404e5916,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a078b6957a3d32cb8af0f8de85f7a23afaf1c36,0,0,0,0,0,0,0,0,0,0,44,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2aff7d08928de2ab6d83da1442ea11b84acb0b49,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fec86032defd9d1c7d40425b04a658ce675fa68,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
b4c3f9b81626a38ff4dc98d43b5a8afffb071f75,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
9bc4d3eacf9a4b6f89b8237214fec196c0640422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df7cae2b5241236caab1cecadc581b681494967e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4be29b0dab580f57bf97cb2b7f7d892bf6a0a2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354f1e36b784b5496de552e4ee48a49068f1c26e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04f50114540904aa5692ea526ffa864254edcd58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2dc49f8798ce615b1373a38443eb4682d1c277eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0
e48c17dcad1e420e4e0697c4c4dd402185c2f7cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0
4f228b4838101ec23dd7444ef4ef7dbe1ffb526c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,0,0,0,0,0,0,0
ebd0aa9ef32f4104f7a0105dd4a886e169417b2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,30,0,0,0,0,0,0,0
57d66d667303cc48609c1d6f9b9a1060546ca583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,0,0,0,0,0,0,0
d587b1187bf1b2e56fc96f127b0e55709b8282a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,33
7d9440c8a2d2c494e7dbac3b0f239b1855fcb95c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
cc2bf39fe88306801c2454b93bc7af52d1cbf675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
f440c8c68e7a8383cbf0f168dca500fc1eca89dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
e721c23248d3a5a2f461028d00dd3e3018888e52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,57,0,0
e8d59a222160f5ff6d40a7c84aed333076ff93fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
19434b487589d2762b67eed0d743514ed4909198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
2115ade244a9dcd929f727996cfa4237b4de72b5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37268968905525eec0585622f5416afff1ae68b0,69,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b98c60dbdc86c660de95ebd02dc2d89074b78ac,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c702065c44b8b6431e3ffb228a6e910d3448cb16,0,0,52,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3b141cdb62b3213a27fcc4bbeeb057f39f3e7cd,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9514996f8a11ff2be01481f2e9c3e602f020bf1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930d6eb9f2e04f3beaf5e9ffebce154b9256fbc,0,0,0,0,0,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65fcfb4373c2fc0dc539c11ffd961a2e964566bc,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cb9409afb5e53b6914beae224dccffe0e4da13c,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
516acd514a59f5f577f05a283d45549e436d79b5,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94844c492dfdac8b9278bde2279980190cad7947,0,0,0,0,0,0,0,0,0,0,26,0,0,20,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
f6d956f7e508ceb5d949eb27c20aa220be71e0ab,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
0edb46ab13a11c79709b94eb18a99d79e1e5cca2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
4eb100a22d72fc1f424ea70c96c7daf35b05452c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30de6fc1c149454353f8942b2074792712bfebd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,30,0,0,0,0,0,0
b63941bfee66613d5d55079cc3d61ecd5714ce6e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
95642a108854eb36bf4de7b8b83978928bf6cc83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,49,0,0,0,0,0,0,0,0,0
d14323c71635a8956b324bad924cc1b8fc9ed148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
cb1ab9a1bae7b00a06ea5f77b3abe4444dee7fec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
acb311cf5aa4f7a56eb376b400b5b3a84e5f77c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0
3ba603ee8b9826420a717eb1a2401d63ff5ff0b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
d613675e04c301f9c88a39c24a576c27084ab276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
0797367131b7033eab859348191b4b6d6a62e809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
47c1f088cd24acfdbe6ff93e6b9c738a2e6e3f7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
9be470a0c5cbbeee0364ade8ce053e2a2e26d526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,43,0
dacd501794f78715bf077010fc8befd00f2d323a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,44,0,0,0,0,0
bba69a8f8b6844eef926128754848b8a32707a1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0
d772547566b085311aeeceb25b2a2ca66959477a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0
8b811548b03d0b71a8a65f2cf91e95374e0779f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0
68609208fbd98aa19c0c3b9d0529ec3e5df7f1bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
0399ffafac44695ba609e4ecb3c438e0b0ed0873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
accf34ee2ddcca08b9045bb8f28921c07e7f2ef4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1677dd10b1043587d4a6421d999d4f380437021,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557cbde029b377dac16290fcd136e6cd0a878acf,0,5,0,0,18,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
7a3d2c08cebfe2da0448b505e7dbee2f56ade9f3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa749b486d480cfdcc2be1d33550379e9cb6c4bf,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0129b367399088227911e10695c328f9e2de793a,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c03005d0c02f39b3a63ad20bdb23496bc4c4ca3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce6cc67bdfb60d6fb8659327e732914754dd82e2,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29cffd1e7e664955af02d7e9996801cf430f5274,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30b8137f65c62a27237a2d8c9730833f45a30ffc,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d602215e3091a75c5299bd57fc63e85bb1520926,0,0,0,0,0,0,47,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25fc93946791defb87e0e94b0b34eb4f32bc2b36,0,0,0,0,0,0,33,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c71d50f4a2483cdb3819e92b85e2a1bc83b9b84,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e05994dd0afc4892e37ba99c3a25f0bbf5861933,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922ae7151c61fff139fa17ce431dbe412ef47ff2,0,0,0,0,0,0,0,0,12,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31e87de72181514aae93381d92c1144658c103eb,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1ea26bd0c131615d453dcb5b9c9e2019cde25b5,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b4a15b336541c61f8c0cf00c4fa945eeeaee00b,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebe07d1df7d336f2341d4a6eca6b8d2df656ea09,0,0,0,0,0,0,0,0,0,0,53,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541be75d97ca572b6c7af8a363a13189c778a0bf,0,0,0,0,0,0,0,0,0,0,30,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908314092a27a8b31ce5998096700ef20cbdd6f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ef447b6073bc2bc05559ed308ee4f85fa0452ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35a30e5fbca3d7c19a11e0f95c39c6c16fceee68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73dc0b484e8d820a12fa0a13172f84109f2b53ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a4db40aef00de7f282f937a63f8ce8404712e4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb915e7168ccfebe4ed873c98839d97874a0148a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0
343f2151b098376b07b6873288f5c88d4ace5f97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,29,0,0,0,0,0,0,0,0
37c2156f40fc46b437b84867f5e48bf2c5a35920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
fbbac13e87e5f675629a0a741df55fabdab95d0c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
9a200eeee76111dd441c2c4836585c32aeddc0e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,0,0,0,0,0,0,0
5c78f57ad276ba94978aa24ce88c58612e82a57b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0
078dae9b507bd03d0c8c833d80238ac550b4668e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,42,0
78c976050ea9010179f101b462ce7ecaa69d6a71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,30,0,0,34,0,0
255a035c79aa1802df1d3c4e0c6c798b76f446c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
f0f4f99ad28f2407892c48bd298adfff6624d7d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
b92fc5d718249ce0859094a504cf61b2e8f0dcc5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cf58c992a5b951ffafaa68781490eeb97fdfd79,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e570b9592fa24a9e2a75294ee46d6ea8c327046e,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ed87b237ee4aa342f1a8b3826269268bd2de85e,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96e7a04d793123c5c3a2e11c7c13c6f68927425f,60,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac367d42b06b8265e16a2b3ff6e500dbf0435f65,46,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c080f41ccf6b9c0404bd19a938c5df2ecf91667c,18,19,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9a10248b4c15f2f8b976314852655566769d7ad3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689f1c392caee82ce2ced5124ad11d48426fedb6,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d2116424015f53e61ef0265960f12b62a722167,0,0,0,0,26,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f964b5f1b39090c534a593cbd4c0150c6a7e076,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029a84209136ebb3abac773b0f37d7452aa31235,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
1e04c532eb102ddf2b279aaee4515024efed7e62,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,46,0,0
c3c648ef2b1131ac6942c805a247ddc646941dd3,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d080c46a7220a610f4148b356879f14ec62b8a2a,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737ac131ea3710242da3e313520069817487b33f,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d052aa8d2a8f2621bf4212c5b5bbc9d9964d781,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b60f95078bab3b332a26709aaa91b5c9aab8f25,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0
7a0245f147ab2db5fa24ab715829c7b8290ab411,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10f029c95860e2097586ae30728ebe43f9ad5c30,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71e26f508c7d77575be85629282e92c906715fb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5473bef367b1cf3481ce66e17a22812ee7f85a81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445839f7cd3bc6531577e22b9ce52a08d9fa015b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,26,0,0,0,0,0,0,0,0,0,0,0,0
4fb7795a5a19ccee7f5d2754ded963c77d24f559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
a9eb67ceb4c04e314ef0b34843b5b7b0d2984280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,51,0,0,0,0,0,0,0,0,0,0
bd7d12f8a4179108c8ac4d4af9e883bc26f35afe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
11651d3443a77b95cdf9705fa64ae8bb28ebd040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
5b7501dd4cd32c5b1ae59bc0aea130a1a773c7b9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
42d2504242f5acda26b9b830d71c9954669f4ace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
e88a897a2af952094a26d98ced89e7338c10b3fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
3ad1c6897ef8208f31610e2896272846a122e4b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
4659fe310066b277b59c568547783a7812d15f06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
d08fc3897c9974fed072b46dbdb4ca5c5a34c539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
fc0b556d972bf55dae9c7bae703bffd50f61e91b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
bc449c138606530e92e7e7d53fcef2f04355ac07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,50,0,0
0cfe5b038f9da913ee7b6f3099652f432ffcb500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
6b08729a2250b0233a92bc56c36b44bb9992a7f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,62,0,0
6183a1c5e1e2d5f79be2183305551692944ca9e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
3c36b676f4e38630f398ee70e4c30d5f9376032f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
5c4100ef6bff20d5323a8ababb139a648c3fdd7d,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e88349d42337ee82909466bfb7b32d255b1bef22,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b44f52b506a04b867de637776f9e070f3748468d,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b8557fbb586b0dc4fae9b277428721cd17f2343,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785061d6a05bb2943308cb861a77903b0ec23d41,54,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267926e1ddf07a288be994dc71f426cd968fee6,38,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77a1c2668b53b98c00940de6ea653b7c4b1c3b35,25,0,0,0,26,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19503796edce26b3251ff9994cae6ef6f1b6446a,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e68977bb936ffee8fa5e13a18be5ffeb0d1c6d8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffc4b5d2bba7b43b913d873f290026e98b20ac36,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc2fa3622f2b4993138cc401b997d18f7820e423,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
